# Sentinel-HFT Demo Dataset
# 1000 transactions with burst at 450-550
timestamp_ns,data,opcode,meta
5900068,0x00000001000000c6,1,31
5938157,0x00000001000000c7,1,128
5960066,0x00000001000000c8,1,107
5991519,0x00000001000000c9,1,93
6023637,0x00000001000000ca,2,107
6051872,0x00000001000000cb,2,117
6078404,0x00000001000000cc,2,130
6089674,0x00000001000000cd,2,23
6122609,0x00000001000000ce,1,27
6135247,0x00000001000000cf,2,73
6158312,0x00000001000000d0,2,169
6178298,0x00000001000000d1,1,131
6195794,0x00000001000000d2,1,65
6236270,0x00000001000000d3,1,104
6257266,0x00000001000000d4,1,193
6274772,0x00000001000000d5,2,51
6305156,0x00000001000000d6,1,16
6335600,0x00000001000000d7,1,106
6371595,0x00000001000000d8,3,60
6386575,0x00000001000000d9,1,170
6412490,0x00000001000000da,1,87
6461838,0x00000001000000db,2,154
6474529,0x00000001000000dc,1,119
6508814,0x00000001000000dd,1,175
6541176,0x00000001000000de,1,117
6583301,0x00000001000000df,1,102
6623430,0x00000001000000e0,2,121
6644973,0x00000001000000e1,2,176
6672673,0x00000001000000e2,1,147
6714359,0x00000001000000e3,1,197
6763187,0x00000001000000e4,1,72
6778866,0x00000001000000e5,1,125
6804847,0x00000001000000e6,2,155
6854845,0x00000001000000e7,1,96
6866725,0x00000001000000e8,1,93
6888642,0x00000001000000e9,1,100
6915573,0x00000001000000ea,1,162
6943678,0x00000001000000eb,1,142
6966199,0x00000001000000ec,1,194
7002834,0x00000001000000ed,1,71
7044035,0x00000001000000ee,1,135
7083406,0x00000001000000ef,2,33
7112689,0x00000001000000f0,1,187
7138634,0x00000001000000f1,1,158
7172818,0x00000001000000f2,1,145
7205346,0x00000001000000f3,1,200
7251416,0x00000001000000f4,1,189
7291152,0x00000001000000f5,1,74
7316260,0x00000001000000f6,1,59
7346939,0x00000001000000f7,1,147
7369072,0x00000001000000f8,1,199
7410804,0x00000001000000f9,1,160
7455186,0x00000001000000fa,1,35
7477907,0x00000001000000fb,1,102
7499666,0x00000001000000fc,1,191
7544671,0x00000001000000fd,1,21
7558244,0x00000001000000fe,1,188
7576519,0x00000001000000ff,1,135
7593242,0x0000000100000100,2,156
7621876,0x0000000100000101,1,122
7654204,0x0000000100000102,1,23
7680750,0x0000000100000103,3,132
7698226,0x0000000100000104,2,112
7740453,0x0000000100000105,1,171
7753966,0x0000000100000106,1,154
7783878,0x0000000100000107,1,73
7801640,0x0000000100000108,1,116
7851375,0x0000000100000109,1,168
7876165,0x000000010000010a,2,107
7915689,0x000000010000010b,3,86
7964258,0x000000010000010c,3,88
8011523,0x000000010000010d,1,166
8028026,0x000000010000010e,3,63
8051855,0x000000010000010f,1,30
8072147,0x0000000100000110,1,151
8087066,0x0000000100000111,1,114
8126590,0x0000000100000112,1,130
8155677,0x0000000100000113,1,83
8184205,0x0000000100000114,2,126
8198869,0x0000000100000115,1,77
8247521,0x0000000100000116,1,60
8285382,0x0000000100000117,1,67
8305146,0x0000000100000118,3,46
8319825,0x0000000100000119,1,88
8368821,0x000000010000011a,2,155
8397735,0x000000010000011b,1,129
8427663,0x000000010000011c,1,79
8470461,0x000000010000011d,1,122
8485732,0x000000010000011e,1,120
8516855,0x000000010000011f,1,16
8532840,0x0000000100000120,1,182
8580536,0x0000000100000121,1,15
8608198,0x0000000100000122,1,54
8649032,0x0000000100000123,1,123
8677261,0x0000000100000124,1,159
8715827,0x0000000100000125,1,135
8731806,0x0000000100000126,1,114
8763649,0x0000000100000127,1,36
8784188,0x0000000100000128,1,187
8826659,0x0000000100000129,1,112
8872710,0x000000010000012a,1,32
8903322,0x000000010000012b,1,39
8939810,0x000000010000012c,2,10
8985369,0x000000010000012d,1,23
9007662,0x000000010000012e,1,169
9050331,0x000000010000012f,1,23
9073671,0x0000000100000130,1,43
9102547,0x0000000100000131,1,188
9144313,0x0000000100000132,1,171
9194216,0x0000000100000133,2,191
9214595,0x0000000100000134,1,13
9260787,0x0000000100000135,1,67
9278222,0x0000000100000136,1,40
9298312,0x0000000100000137,1,193
9327439,0x0000000100000138,1,79
9364668,0x0000000100000139,2,130
9390641,0x000000010000013a,1,47
9425779,0x000000010000013b,1,163
9469087,0x000000010000013c,2,44
9483662,0x000000010000013d,1,116
9515936,0x000000010000013e,3,139
9543445,0x000000010000013f,2,82
9573011,0x0000000100000140,2,158
9615100,0x0000000100000141,2,124
9660396,0x0000000100000142,1,95
9706566,0x0000000100000143,2,106
9746407,0x0000000100000144,3,58
9772057,0x0000000100000145,1,69
9808977,0x0000000100000146,1,200
9849973,0x0000000100000147,2,107
9885275,0x0000000100000148,3,176
9905243,0x0000000100000149,1,19
9923516,0x000000010000014a,1,161
9955273,0x000000010000014b,2,122
9971807,0x000000010000014c,1,126
9982812,0x000000010000014d,2,114
10002928,0x000000010000014e,1,77
10035115,0x000000010000014f,1,111
10050378,0x0000000100000150,2,182
10095349,0x0000000100000151,1,91
10137327,0x0000000100000152,2,19
10151811,0x0000000100000153,1,185
10180644,0x0000000100000154,3,33
10219084,0x0000000100000155,3,172
10235670,0x0000000100000156,1,187
10265295,0x0000000100000157,3,21
10296553,0x0000000100000158,2,85
10330045,0x0000000100000159,1,47
10356048,0x000000010000015a,1,154
10377848,0x000000010000015b,1,30
10427791,0x000000010000015c,2,168
10453574,0x000000010000015d,1,159
10472953,0x000000010000015e,1,173
10499597,0x000000010000015f,1,180
10510212,0x0000000100000160,2,129
10539062,0x0000000100000161,1,50
10553902,0x0000000100000162,1,98
10602409,0x0000000100000163,1,118
10628799,0x0000000100000164,1,87
10651854,0x0000000100000165,3,133
10668843,0x0000000100000166,1,156
10702367,0x0000000100000167,1,189
10731715,0x0000000100000168,1,178
10767654,0x0000000100000169,1,154
10780868,0x000000010000016a,3,200
10823421,0x000000010000016b,2,83
10848502,0x000000010000016c,1,100
10872854,0x000000010000016d,1,168
10899279,0x000000010000016e,1,194
10918242,0x000000010000016f,1,170
10930825,0x0000000100000170,1,122
10943011,0x0000000100000171,1,197
10961623,0x0000000100000172,1,85
10993034,0x0000000100000173,2,54
11016193,0x0000000100000174,1,148
11050169,0x0000000100000175,1,79
11070952,0x0000000100000176,1,133
11100294,0x0000000100000177,2,96
11117841,0x0000000100000178,1,29
11137065,0x0000000100000179,2,67
11173109,0x000000010000017a,3,152
11207080,0x000000010000017b,1,111
11217992,0x000000010000017c,1,41
11257796,0x000000010000017d,1,182
11284977,0x000000010000017e,1,173
11319321,0x000000010000017f,1,69
11360219,0x0000000100000180,1,153
11391715,0x0000000100000181,3,66
11405857,0x0000000100000182,1,128
11435661,0x0000000100000183,1,39
11454821,0x0000000100000184,1,19
11484767,0x0000000100000185,3,39
11501136,0x0000000100000186,1,147
11520026,0x0000000100000187,1,104
11565428,0x0000000100000188,1,200
11585554,0x0000000100000189,2,177
11602043,0x000000010000018a,2,167
11638789,0x000000010000018b,3,81
11650933,0x000000010000018c,1,65
11689990,0x000000010000018d,1,70
11723758,0x000000010000018e,1,185
11757831,0x000000010000018f,1,175
11791337,0x0000000100000190,1,80
11813776,0x0000000100000191,3,126
11829783,0x0000000100000192,1,174
11878917,0x0000000100000193,3,22
11910773,0x0000000100000194,1,42
11957773,0x0000000100000195,1,151
11981349,0x0000000100000196,1,69
12012881,0x0000000100000197,2,162
12023066,0x0000000100000198,1,47
12041585,0x0000000100000199,1,54
12058789,0x000000010000019a,1,16
12077426,0x000000010000019b,1,70
12126017,0x000000010000019c,1,54
12153408,0x000000010000019d,1,199
12190996,0x000000010000019e,1,200
12205161,0x000000010000019f,1,102
12248796,0x00000001000001a0,1,125
12291815,0x00000001000001a1,1,167
12304656,0x00000001000001a2,2,178
12348829,0x00000001000001a3,1,174
12360870,0x00000001000001a4,1,132
12397190,0x00000001000001a5,1,37
12439320,0x00000001000001a6,2,123
12454136,0x00000001000001a7,2,92
12504001,0x00000001000001a8,1,42
12532024,0x00000001000001a9,1,159
12577961,0x00000001000001aa,2,107
12627111,0x00000001000001ab,1,126
12670242,0x00000001000001ac,1,35
12687740,0x00000001000001ad,2,176
12733872,0x00000001000001ae,2,65
12772057,0x00000001000001af,1,68
12809176,0x00000001000001b0,1,126
12845307,0x00000001000001b1,1,34
12875790,0x00000001000001b2,1,180
12902494,0x00000001000001b3,1,49
12943575,0x00000001000001b4,1,31
12959684,0x00000001000001b5,1,200
12994105,0x00000001000001b6,2,152
13008035,0x00000001000001b7,1,153
13054845,0x00000001000001b8,1,41
13091767,0x00000001000001b9,1,180
13129484,0x00000001000001ba,2,194
13142855,0x00000001000001bb,3,163
13173331,0x00000001000001bc,1,157
13216584,0x00000001000001bd,1,178
13258184,0x00000001000001be,1,37
13291129,0x00000001000001bf,2,104
13308658,0x00000001000001c0,2,156
13333479,0x00000001000001c1,2,153
13379965,0x00000001000001c2,1,178
13380420,0x00000001000001c3,1,56
13380659,0x00000001000001c4,2,89
13380932,0x00000001000001c5,1,56
13381105,0x00000001000001c6,1,112
13381240,0x00000001000001c7,1,172
13381355,0x00000001000001c8,1,145
13381565,0x00000001000001c9,1,126
13381839,0x00000001000001ca,1,89
13382308,0x00000001000001cb,1,155
13382713,0x00000001000001cc,1,23
13382892,0x00000001000001cd,1,168
13383017,0x00000001000001ce,1,79
13383343,0x00000001000001cf,1,134
13383753,0x00000001000001d0,1,79
13383963,0x00000001000001d1,2,39
13384239,0x00000001000001d2,1,82
13384686,0x00000001000001d3,1,134
13385055,0x00000001000001d4,1,21
13385267,0x00000001000001d5,1,163
13385395,0x00000001000001d6,1,87
13385603,0x00000001000001d7,2,75
13385851,0x00000001000001d8,1,11
13386205,0x00000001000001d9,2,54
13386371,0x00000001000001da,1,190
13386588,0x00000001000001db,1,181
13386869,0x00000001000001dc,1,199
13386990,0x00000001000001dd,1,127
13387129,0x00000001000001de,2,157
13387448,0x00000001000001df,1,191
13387875,0x00000001000001e0,1,39
13388182,0x00000001000001e1,1,93
13388369,0x00000001000001e2,2,168
13388704,0x00000001000001e3,2,102
13388849,0x00000001000001e4,1,37
13389073,0x00000001000001e5,1,112
13389441,0x00000001000001e6,1,89
13389922,0x00000001000001e7,1,95
13390420,0x00000001000001e8,1,140
13390844,0x00000001000001e9,1,140
13391043,0x00000001000001ea,3,99
13391322,0x00000001000001eb,2,175
13391497,0x00000001000001ec,1,47
13391728,0x00000001000001ed,1,164
13391906,0x00000001000001ee,2,177
13392044,0x00000001000001ef,1,170
13392396,0x00000001000001f0,1,154
13392885,0x00000001000001f1,1,184
13393274,0x00000001000001f2,1,169
13393539,0x00000001000001f3,2,170
13393800,0x00000001000001f4,1,27
13394140,0x00000001000001f5,1,87
13394380,0x00000001000001f6,1,100
13394739,0x00000001000001f7,1,128
13395070,0x00000001000001f8,1,104
13395316,0x00000001000001f9,1,33
13395730,0x00000001000001fa,1,108
13396066,0x00000001000001fb,1,199
13396187,0x00000001000001fc,1,156
13396620,0x00000001000001fd,1,164
13396963,0x00000001000001fe,1,25
13397293,0x00000001000001ff,1,97
13397758,0x0000000100000200,1,175
13397946,0x0000000100000201,1,191
13398270,0x0000000100000202,3,144
13398637,0x0000000100000203,1,103
13398927,0x0000000100000204,3,109
13399236,0x0000000100000205,2,183
13399642,0x0000000100000206,1,171
13400073,0x0000000100000207,1,94
13400221,0x0000000100000208,1,108
13400466,0x0000000100000209,1,178
13400874,0x000000010000020a,2,95
13401015,0x000000010000020b,1,46
13401294,0x000000010000020c,1,177
13401751,0x000000010000020d,1,43
13402155,0x000000010000020e,2,31
13402413,0x000000010000020f,1,174
13402681,0x0000000100000210,2,181
13403140,0x0000000100000211,2,199
13403590,0x0000000100000212,3,33
13404020,0x0000000100000213,1,140
13404305,0x0000000100000214,1,89
13404497,0x0000000100000215,3,97
13404989,0x0000000100000216,1,67
13405159,0x0000000100000217,1,85
13405310,0x0000000100000218,1,148
13405788,0x0000000100000219,2,19
13406226,0x000000010000021a,1,168
13406393,0x000000010000021b,1,49
13406576,0x000000010000021c,1,187
13407070,0x000000010000021d,1,52
13407539,0x000000010000021e,1,115
13407825,0x000000010000021f,1,70
13408152,0x0000000100000220,1,124
13408371,0x0000000100000221,1,89
13408711,0x0000000100000222,3,59
13408999,0x0000000100000223,1,156
13409324,0x0000000100000224,1,82
13409822,0x0000000100000225,1,145
13410136,0x0000000100000226,3,61
13410545,0x0000000100000227,1,74
13423964,0x0000000100000228,1,105
13470306,0x0000000100000229,3,192
13514116,0x000000010000022a,2,82
13529612,0x000000010000022b,2,79
13569058,0x000000010000022c,3,47
13607728,0x000000010000022d,1,66
13647293,0x000000010000022e,2,16
13684483,0x000000010000022f,1,138
13718990,0x0000000100000230,1,30
13753560,0x0000000100000231,1,91
13770053,0x0000000100000232,2,176
13802026,0x0000000100000233,2,45
13814536,0x0000000100000234,1,130
13833631,0x0000000100000235,2,130
13873030,0x0000000100000236,1,30
13884275,0x0000000100000237,1,48
13930241,0x0000000100000238,3,165
13974829,0x0000000100000239,1,83
14000402,0x000000010000023a,1,22
14026028,0x000000010000023b,1,169
14065985,0x000000010000023c,1,137
14115092,0x000000010000023d,1,171
14158867,0x000000010000023e,1,193
14178276,0x000000010000023f,1,10
14211398,0x0000000100000240,1,116
14233673,0x0000000100000241,1,31
14277980,0x0000000100000242,3,27
14322455,0x0000000100000243,1,139
14368771,0x0000000100000244,1,130
14381624,0x0000000100000245,1,105
14408247,0x0000000100000246,2,101
14422674,0x0000000100000247,1,197
14439467,0x0000000100000248,2,198
14471258,0x0000000100000249,1,100
14517041,0x000000010000024a,1,174
14538515,0x000000010000024b,2,185
14578964,0x000000010000024c,3,132
14600909,0x000000010000024d,2,26
14640903,0x000000010000024e,1,61
14653773,0x000000010000024f,2,20
14684455,0x0000000100000250,3,141
14720553,0x0000000100000251,3,149
14761577,0x0000000100000252,1,175
14784101,0x0000000100000253,1,22
14815854,0x0000000100000254,1,104
14854490,0x0000000100000255,2,200
14893308,0x0000000100000256,2,108
14925527,0x0000000100000257,3,137
14968132,0x0000000100000258,1,142
14995611,0x0000000100000259,2,196
15033431,0x000000010000025a,1,164
15055257,0x000000010000025b,1,92
15071980,0x000000010000025c,1,179
15101355,0x000000010000025d,1,164
15139280,0x000000010000025e,1,123
15172318,0x000000010000025f,1,196
15205423,0x0000000100000260,1,121
15233416,0x0000000100000261,1,24
15248333,0x0000000100000262,1,113
15282142,0x0000000100000263,1,183
15302626,0x0000000100000264,3,46
15352443,0x0000000100000265,1,122
15364723,0x0000000100000266,1,70
15398730,0x0000000100000267,1,155
15410852,0x0000000100000268,1,183
15450338,0x0000000100000269,3,105
15489432,0x000000010000026a,2,156
15508455,0x000000010000026b,1,111
15539058,0x000000010000026c,1,73
15556492,0x000000010000026d,1,57
15599197,0x000000010000026e,1,153
15616914,0x000000010000026f,1,76
15656160,0x0000000100000270,1,166
15684875,0x0000000100000271,1,135
15707993,0x0000000100000272,1,28
15747618,0x0000000100000273,1,192
15786788,0x0000000100000274,3,184
15817732,0x0000000100000275,1,191
15831987,0x0000000100000276,1,84
15861644,0x0000000100000277,2,192
15883053,0x0000000100000278,2,140
15907748,0x0000000100000279,1,61
15926849,0x000000010000027a,1,136
15938571,0x000000010000027b,1,156
15972747,0x000000010000027c,1,151
15991251,0x000000010000027d,1,32
16005559,0x000000010000027e,1,193
16046928,0x000000010000027f,1,114
16094604,0x0000000100000280,1,91
16109464,0x0000000100000281,1,184
16153369,0x0000000100000282,1,151
16201890,0x0000000100000283,1,43
16240242,0x0000000100000284,1,24
16258379,0x0000000100000285,1,87
16279169,0x0000000100000286,1,191
16303945,0x0000000100000287,1,142
16332560,0x0000000100000288,2,74
16355424,0x0000000100000289,1,151
16383410,0x000000010000028a,1,87
16428372,0x000000010000028b,1,174
16449423,0x000000010000028c,1,158
16469528,0x000000010000028d,1,169
16519186,0x000000010000028e,1,154
16531885,0x000000010000028f,2,17
16547208,0x0000000100000290,1,174
16595007,0x0000000100000291,1,63
16642502,0x0000000100000292,1,173
16654486,0x0000000100000293,1,170
16700240,0x0000000100000294,1,87
16741890,0x0000000100000295,1,185
16778503,0x0000000100000296,1,28
16792429,0x0000000100000297,1,116
16834164,0x0000000100000298,1,97
16883922,0x0000000100000299,1,193
16914848,0x000000010000029a,2,98
16950978,0x000000010000029b,1,104
16994727,0x000000010000029c,1,91
17020569,0x000000010000029d,1,78
17060033,0x000000010000029e,1,34
17073349,0x000000010000029f,1,108
17110751,0x00000001000002a0,1,50
17142209,0x00000001000002a1,3,194
17172703,0x00000001000002a2,1,50
17215357,0x00000001000002a3,3,129
17258043,0x00000001000002a4,2,137
17269561,0x00000001000002a5,1,110
17312685,0x00000001000002a6,1,71
17336784,0x00000001000002a7,1,22
17350096,0x00000001000002a8,1,162
17390936,0x00000001000002a9,1,12
17407980,0x00000001000002aa,1,77
17441951,0x00000001000002ab,2,103
17454916,0x00000001000002ac,1,155
17501735,0x00000001000002ad,1,151
17530648,0x00000001000002ae,1,139
17570162,0x00000001000002af,2,81
17587948,0x00000001000002b0,1,34
17623762,0x00000001000002b1,1,96
17670320,0x00000001000002b2,3,46
17693365,0x00000001000002b3,1,112
17736138,0x00000001000002b4,1,19
17755118,0x00000001000002b5,2,131
17799152,0x00000001000002b6,1,165
17842936,0x00000001000002b7,1,166
17873811,0x00000001000002b8,1,167
17903421,0x00000001000002b9,1,139
17946825,0x00000001000002ba,1,191
17993716,0x00000001000002bb,1,14
18027856,0x00000001000002bc,1,38
18065154,0x00000001000002bd,1,195
18076900,0x00000001000002be,1,77
18124810,0x00000001000002bf,1,194
18138175,0x00000001000002c0,1,53
18182531,0x00000001000002c1,1,168
18217447,0x00000001000002c2,1,184
18243319,0x00000001000002c3,1,189
18260521,0x00000001000002c4,1,122
18291079,0x00000001000002c5,1,115
18314441,0x00000001000002c6,1,166
18355348,0x00000001000002c7,2,198
18369429,0x00000001000002c8,2,142
18393017,0x00000001000002c9,1,179
18434367,0x00000001000002ca,1,90
18455716,0x00000001000002cb,1,146
18488150,0x00000001000002cc,1,183
18515475,0x00000001000002cd,1,59
18541630,0x00000001000002ce,1,86
18566366,0x00000001000002cf,3,86
18595306,0x00000001000002d0,2,186
18637353,0x00000001000002d1,1,99
18684085,0x00000001000002d2,3,194
18712006,0x00000001000002d3,1,156
18757604,0x00000001000002d4,1,111
18790222,0x00000001000002d5,3,47
18819257,0x00000001000002d6,1,192
18834436,0x00000001000002d7,1,123
18861242,0x00000001000002d8,2,64
18884484,0x00000001000002d9,2,79
18931316,0x00000001000002da,1,45
18948474,0x00000001000002db,1,160
18974155,0x00000001000002dc,1,181
19018957,0x00000001000002dd,1,69
19032397,0x00000001000002de,1,94
19073356,0x00000001000002df,1,45
19083695,0x00000001000002e0,3,50
19120362,0x00000001000002e1,1,131
19161652,0x00000001000002e2,1,83
19192700,0x00000001000002e3,1,25
19208562,0x00000001000002e4,1,69
19253633,0x00000001000002e5,2,19
19275106,0x00000001000002e6,1,55
19287487,0x00000001000002e7,3,111
19329952,0x00000001000002e8,1,84
19342407,0x00000001000002e9,1,155
19391910,0x00000001000002ea,1,95
19420559,0x00000001000002eb,1,174
19466164,0x00000001000002ec,1,44
19509208,0x00000001000002ed,1,59
19526590,0x00000001000002ee,1,197
19566665,0x00000001000002ef,1,193
19588867,0x00000001000002f0,1,96
19618201,0x00000001000002f1,1,59
19639702,0x00000001000002f2,1,173
19676276,0x00000001000002f3,2,141
19707767,0x00000001000002f4,1,181
19724018,0x00000001000002f5,1,45
19765308,0x00000001000002f6,1,73
19775755,0x00000001000002f7,1,70
19815032,0x00000001000002f8,2,94
19844820,0x00000001000002f9,1,156
19855569,0x00000001000002fa,1,102
19881055,0x00000001000002fb,1,40
19921555,0x00000001000002fc,1,113
19964488,0x00000001000002fd,3,190
19994868,0x00000001000002fe,1,173
20024203,0x00000001000002ff,1,66
20048563,0x0000000100000300,3,132
20068602,0x0000000100000301,1,165
20103087,0x0000000100000302,1,150
20143943,0x0000000100000303,2,180
20168256,0x0000000100000304,2,184
20217303,0x0000000100000305,2,30
20261742,0x0000000100000306,1,190
20295451,0x0000000100000307,1,154
20312804,0x0000000100000308,1,150
20355931,0x0000000100000309,1,147
20375751,0x000000010000030a,1,143
20414707,0x000000010000030b,1,62
20462924,0x000000010000030c,1,140
20502119,0x000000010000030d,2,126
20520766,0x000000010000030e,1,126
20567722,0x000000010000030f,1,128
20597918,0x0000000100000310,2,111
20624594,0x0000000100000311,2,200
20648874,0x0000000100000312,1,21
20686641,0x0000000100000313,1,26
20732106,0x0000000100000314,3,27
20773043,0x0000000100000315,1,114
20794838,0x0000000100000316,2,174
20832386,0x0000000100000317,1,107
20871781,0x0000000100000318,2,106
20906399,0x0000000100000319,1,179
20951742,0x000000010000031a,1,99
20969516,0x000000010000031b,1,147
21005275,0x000000010000031c,1,196
21029869,0x000000010000031d,2,15
21059422,0x000000010000031e,1,194
21105102,0x000000010000031f,1,107
21130153,0x0000000100000320,1,98
21150319,0x0000000100000321,1,5000
21167714,0x0000000100000322,1,179
21205189,0x0000000100000323,1,14
